N.º Serie,Tipo,Material,Ubicacion,Carac,,Nombre Calle,Altura,Letra,Bis,,Coordenada X,Coordenada Y,Zona,,ID,Alta,Baja
359100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3591,,,,5439778.75673469,6351334.71693877,Alumbrado Zona 3,Dado de Baja,416622,29-06-2020,13-08-2026
359100,Columna,Acero,En Calle,CARAC:00,,PAUNERO GRAL. WENCESLAO,3591,,,,5432090.82122449,6362006.37632653,Alumbrado Zona 1,Dado de Baja,416620,29-06-2020,13-08-2026
359100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3591,,,,5438177.81583899,6351661.73316385,Alumbrado Zona 3,Dado de Baja,416619,29-06-2020,13-08-2026
359100,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3591,,,,5437020.3277551,6355065.88734694,Alumbrado Zona 2,Dado de Baja,416618,29-06-2020,13-08-2026
359000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3590,,,,5436390.73833333,6352019.98333333,Alumbrado Zona 3,Dado de Baja,416614,29-06-2020,13-08-2026
359000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3590,,,,5439767.6325,6351337.4175,Alumbrado Zona 3,Dado de Baja,416612,29-06-2020,13-08-2026
359000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3590,,,,5433488.94166667,6352230.2725,Alumbrado Zona 2,Dado de Baja,416609,29-06-2020,13-08-2026
359000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3590,,,,5438154.42917242,6351666.97643799,Alumbrado Zona 3,Dado de Baja,416608,29-06-2020,13-08-2026
359000,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3590,,,,5437020545,6355065.8425,Alumbrado Zona 2,Dado de Baja,416607,29-06-2020,13-08-2026
359000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3590,,,,5437137.8,6355636.12333333,Alumbrado Zona 2,Dado de Baja,416604,29-06-2020,13-08-2026
358900,Columna,Acero,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3589,,,,5434838.56163265,6362054.30836735,Alumbrado Zona 1,Dado de Baja,416601,29-06-2020,13-08-2026
358500,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3585,,,,5436002.52142857,6349904.35571429,Alumbrado Zona 3,Dado de Baja,416599,29-06-2020,13-08-2026
358500,Columna,Acero,En Calle,CARAC:00,,LAGOS OVIDIO,3585,,,,5437438.20714286,6351821.48428571,Alumbrado Zona 3,Dado de Baja,416596,29-06-2020,13-08-2026
358000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3580,,,,5436404.04875,6352017.2375,Alumbrado Zona 3,Dado de Baja,416584,29-06-2020,13-08-2026
358000,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3580,,,,5434863.48642857,6362109.05,Alumbrado Zona 1,Dado de Baja,416582,29-06-2020,13-08-2026
358000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3580,,,,5441292.42125,6351033.43375,Alumbrado Zona 3,Dado de Baja,416579,29-06-2020,13-08-2026
358000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3580,,,,5437011.59125,6351914.75875,Alumbrado Zona 3,Dado de Baja,416578,29-06-2020,13-08-2026
358000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3580,,,,5437151.1,6355633.3775,Alumbrado Zona 2,Dado de Baja,416576,29-06-2020,13-08-2026
357600,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3576,,,,5436673.07791667,6353288.3025,Alumbrado Zona 2,Dado de Baja,416571,29-06-2020,13-08-2026
357200,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3572,,,,5436789.00166667,6353822.55895833,Alumbrado Zona 2,Dado de Baja,416566,29-06-2020,13-08-2026
357100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3571,,,,5439782.14857143,6351358.58428571,Alumbrado Zona 3,Dado de Baja,416565,29-06-2020,13-08-2026
357100,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3571,,,,5434841.49857143,6362043.09142857,Alumbrado Zona 1,Dado de Baja,416563,29-06-2020,13-08-2026
357100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3571,,,,5438182.70565255,6351685.6657941,Alumbrado Zona 3,Dado de Baja,416562,29-06-2020,13-08-2026
357100,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3571,,,,5437046.39714286,6355060.50571429,Alumbrado Zona 2,Dado de Baja,416561,29-06-2020,13-08-2026
357000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3570,,,,5439771.08875,6351361.73625,Alumbrado Zona 3,Dado de Baja,416557,29-06-2020,13-08-2026
357000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3570,,,,5433487.89583333,6352261.20375,Alumbrado Zona 2,Dado de Baja,416554,29-06-2020,13-08-2026
357000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3570,,,,5438159.41345141,6351691.36133845,Alumbrado Zona 3,Dado de Baja,416553,29-06-2020,13-08-2026
357000,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3570,,,,5437047.1575,6355060.34875,Alumbrado Zona 2,Dado de Baja,416552,29-06-2020,13-08-2026
356500,Columna,Acero,En Calle,CARAC:00,,CALCHAQUI,3565,,,,5434728.9344898,6352310.12653061,Alumbrado Zona 2,Dado de Baja,416544,29-06-2020,13-08-2026
356000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3560,,,,5436430.66958333,6352011.74583333,Alumbrado Zona 3,Dado de Baja,416536,29-06-2020,13-08-2026
356000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3560,,,,5441293.96708333,6351069.63791667,Alumbrado Zona 3,Dado de Baja,416531,29-06-2020,13-08-2026
356000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3560,,,,5437016.50375,6351939.11291667,Alumbrado Zona 3,Dado de Baja,416530,29-06-2020,13-08-2026
356000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3560,,,,5437177.7,6355627.88583333,Alumbrado Zona 2,Dado de Baja,416528,29-06-2020,13-08-2026
355800,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3558,,,,5436809.03333333,6353825.43916667,Alumbrado Zona 2,Dado de Baja,416526,29-06-2020,13-08-2026
355500,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3555,,,,5436028.64591837,6349905.39653061,Alumbrado Zona 3,Dado de Baja,416524,29-06-2020,13-08-2026
355500,Columna,Acero,En Calle,CARAC:00,,LAGOS OVIDIO,3555,,,,5437445.42244898,6351857.57918367,Alumbrado Zona 3,Dado de Baja,416522,29-06-2020,13-08-2026
355200,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3552,,,,5436705.32291667,6353281.6725,Alumbrado Zona 2,Dado de Baja,416517,29-06-2020,13-08-2026
355100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3551,,,,5439785.54040816,6351382.45163265,Alumbrado Zona 3,Dado de Baja,416516,29-06-2020,13-08-2026
355100,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3551,,,,5434844.76183674,6362030.62816327,Alumbrado Zona 1,Dado de Baja,416514,29-06-2020,13-08-2026
355100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3551,,,,5438187.59546611,6351709.59842436,Alumbrado Zona 3,Dado de Baja,416513,29-06-2020,13-08-2026
355100,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3551,,,,5437072.46653061,6355055.12408163,Alumbrado Zona 2,Dado de Baja,416512,29-06-2020,13-08-2026
355100,Columna,Acero,En Calle,CARAC:00,,CALCHAQUI,3551,,,,5434728.21163265,6352327.97510204,Alumbrado Zona 2,Dado de Baja,416510,29-06-2020,13-08-2026
355000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3550,,,,5439774545,6351386055,Alumbrado Zona 3,Dado de Baja,416508,29-06-2020,13-08-2026
355000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3550,,,,5433486.85,6352292135,Alumbrado Zona 2,Dado de Baja,416505,29-06-2020,13-08-2026
355000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3550,,,,5438164.39773041,6351715.7462389,Alumbrado Zona 3,Dado de Baja,416504,29-06-2020,13-08-2026
355000,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3550,,,,5437073.77,6355054855,Alumbrado Zona 2,Dado de Baja,416503,29-06-2020,13-08-2026
354000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3540,,,,5436457.29041667,6352006.25416667,Alumbrado Zona 3,Dado de Baja,416488,29-06-2020,13-08-2026
354000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3540,,,,5441295.04434783,6351094.91739131,Alumbrado Zona 3,Dado de Baja,416483,29-06-2020,13-08-2026
354000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3540,,,,5437021.03130435,6351961.65,Alumbrado Zona 3,Dado de Baja,416482,29-06-2020,13-08-2026
354000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3540,,,,5437204.3,6355622.39416667,Alumbrado Zona 2,Dado de Baja,416481,29-06-2020,13-08-2026
353500,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3535,,,,5434847.37244898,6362020.65755102,Alumbrado Zona 1,Dado de Baja,416478,29-06-2020,13-08-2026
353200,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3532,,,,5436846235,6353830.788125,Alumbrado Zona 2,Dado de Baja,416477,29-06-2020,13-08-2026
353100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3531,,,,5439788.9322449,6351406.31897959,Alumbrado Zona 3,Dado de Baja,416475,29-06-2020,13-08-2026
353100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3531,,,,5438192.48527967,6351733.53105462,Alumbrado Zona 3,Dado de Baja,416473,29-06-2020,13-08-2026
353100,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3531,,,,5437098.53591837,6355049.74244898,Alumbrado Zona 2,Dado de Baja,416472,29-06-2020,13-08-2026
353000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3530,,,,5439778.00125,6351410.37375,Alumbrado Zona 3,Dado de Baja,416467,29-06-2020,13-08-2026
353000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3530,,,,5433485.80416667,6352323.06625,Alumbrado Zona 2,Dado de Baja,416464,29-06-2020,13-08-2026
353000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3530,,,,5438169.38200941,6351740.13113936,Alumbrado Zona 3,Dado de Baja,416463,29-06-2020,13-08-2026
353000,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3530,,,,5437100.3825,6355049.36125,Alumbrado Zona 2,Dado de Baja,416462,29-06-2020,13-08-2026
352800,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3528,,,,5436735.54913043,6353275.45913043,Alumbrado Zona 2,Dado de Baja,416457,29-06-2020,13-08-2026
352800,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3528,,,,5434889.01869565,6362012.08521739,Alumbrado Zona 1,Dado de Baja,416455,29-06-2020,13-08-2026
352000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3520,,,,5436483.91125,6352000.7625,Alumbrado Zona 3,Dado de Baja,416443,29-06-2020,13-08-2026
352000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3520,,,,5441295.80521739,6351112.86086956,Alumbrado Zona 3,Dado de Baja,416440,29-06-2020,13-08-2026
352000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3520,,,,5437026.20956522,6351987.55,Alumbrado Zona 3,Dado de Baja,416439,29-06-2020,13-08-2026
352000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3520,,,,5437230.9,6355616.9025,Alumbrado Zona 2,Dado de Baja,416438,29-06-2020,13-08-2026
351900,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3519,,,,5434849.98306122,6362010.68693878,Alumbrado Zona 1,Dado de Baja,416436,29-06-2020,13-08-2026
351500,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3515,,,,5436063.47857143,6349906.78428571,Alumbrado Zona 3,Dado de Baja,416433,29-06-2020,13-08-2026
351500,Columna,Acero,En Calle,CARAC:00,,LAGOS OVIDIO,3515,,,,5437455.04285714,6351905.70571429,Alumbrado Zona 3,Dado de Baja,416429,29-06-2020,13-08-2026
351100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3511,,,,5439792.32408163,6351430.18632653,Alumbrado Zona 3,Dado de Baja,416422,29-06-2020,13-08-2026
351100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3511,,,,5438197.37509322,6351757.46368487,Alumbrado Zona 3,Dado de Baja,416420,29-06-2020,13-08-2026
351100,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3511,,,,5437124.60530612,6355044.36081633,Alumbrado Zona 2,Dado de Baja,416419,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3510,,,,5436497.22166667,6351998.01666667,Alumbrado Zona 3,Dado de Baja,416415,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3510,,,,5439781.4575,6351434.6925,Alumbrado Zona 3,Dado de Baja,416413,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3510,,,,5434897.84652174,6361978.39391304,Alumbrado Zona 1,Dado de Baja,416410,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3510,,,,5433484.75833333,6352353.9975,Alumbrado Zona 2,Dado de Baja,416409,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3510,,,,5438174.3662884,6351764.51603982,Alumbrado Zona 3,Dado de Baja,416408,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,MENDOZA,3510,,,,5437126995,6355043.8675,Alumbrado Zona 2,Dado de Baja,416407,29-06-2020,13-08-2026
351000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3510,,,,5437244.2,6355614.15666667,Alumbrado Zona 2,Dado de Baja,416404,29-06-2020,13-08-2026
350800,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3508,,,,5436763.08826087,6353269.79826087,Alumbrado Zona 2,Dado de Baja,416401,29-06-2020,13-08-2026
349800,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3498,,,,5436771.35,6353268.1,Alumbrado Zona 2,Dado de Baja,416399,29-06-2020,13-08-2026
349500,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3495,,,,5436892.05530612,6353824.88653061,Alumbrado Zona 2,Dado de Baja,416397,29-06-2020,13-08-2026
349100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3491,,,,5439795.88040816,6351452.58122449,Alumbrado Zona 3,Dado de Baja,416391,29-06-2020,13-08-2026
349100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3491,,,,5438201.94408163,6351779.84959184,Alumbrado Zona 3,Dado de Baja,416389,29-06-2020,13-08-2026
349000,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3490,,,,5436095.15666667,6349928.64333333,Alumbrado Zona 3,Dado de Baja,416385,29-06-2020,13-08-2026
349000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3490,,,,5436518515,6351993625,Alumbrado Zona 3,Dado de Baja,416384,29-06-2020,13-08-2026
349000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3490,,,,5439741.0475,6351464.08083333,Alumbrado Zona 3,Dado de Baja,416382,29-06-2020,13-08-2026
349000,Columna,Acero,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3490,,,,5434903.64,6361956.32,Alumbrado Zona 1,Dado de Baja,416380,29-06-2020,13-08-2026
349000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3490,,,,5438178535,6351784.90583333,Alumbrado Zona 3,Dado de Baja,416379,29-06-2020,13-08-2026
348900,Columna,Acero,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3489,,,,5434856.60958333,6361985.45541667,Alumbrado Zona 1,Dado de Baja,416370,29-06-2020,13-08-2026
348500,Columna,Acero,En Calle,CARAC:00,,LAGOS OVIDIO,3485,,,,5437462.07,6351940.79571429,Alumbrado Zona 3,Dado de Baja,416368,29-06-2020,13-08-2026
348000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3480,,,,5436531.82125,6351990.88125,Alumbrado Zona 3,Dado de Baja,416355,29-06-2020,13-08-2026
348000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3480,,,,5433483.77269663,6352383.34258427,Alumbrado Zona 2,Dado de Baja,416352,29-06-2020,13-08-2026
348000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3480,,,,5441297.2913843,6351149.86736202,Alumbrado Zona 3,Dado de Baja,416347,29-06-2020,13-08-2026
348000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3480,,,,5437035.93625,6352034.678125,Alumbrado Zona 3,Dado de Baja,416346,29-06-2020,13-08-2026
347800,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3478,,,,5436797.96041667,6353262.62708333,Alumbrado Zona 2,Dado de Baja,416339,29-06-2020,13-08-2026
347100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3471,,,,5439800.53142857,6351478.73428571,Alumbrado Zona 3,Dado de Baja,416332,29-06-2020,13-08-2026
347100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3471,,,,5438207.25428571,6351805.89857143,Alumbrado Zona 3,Dado de Baja,416331,29-06-2020,13-08-2026
347000,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3470,,,,5436136.12333333,6349930.27666667,Alumbrado Zona 3,Dado de Baja,416329,29-06-2020,13-08-2026
347000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3470,,,,5439746.71625,6351490.58291667,Alumbrado Zona 3,Dado de Baja,416328,29-06-2020,13-08-2026
347000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3470,,,,5438183.9725,6351811.49541667,Alumbrado Zona 3,Dado de Baja,416327,29-06-2020,13-08-2026
346500,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3465,,,,5436933.79510204,6353830.9355102,Alumbrado Zona 2,Dado de Baja,416319,29-06-2020,13-08-2026
346000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3460,,,,5436558.43375,6351985.39375,Alumbrado Zona 3,Dado de Baja,416304,29-06-2020,13-08-2026
346000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3460,,,,5433483.14235955,6352402.20101124,Alumbrado Zona 2,Dado de Baja,416300,29-06-2020,13-08-2026
346000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3460,,,,5441298.85718216,6351172.97005433,Alumbrado Zona 3,Dado de Baja,416295,29-06-2020,13-08-2026
346000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3460,,,,5437041.56541667,6352061.14270833,Alumbrado Zona 3,Dado de Baja,416294,29-06-2020,13-08-2026
346000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3460,,,,5437289.44770833,6355604.81520833,Alumbrado Zona 2,Dado de Baja,416293,29-06-2020,13-08-2026
345500,Columna,Acero,En Calle,CARAC:00,,LAGOS OVIDIO,3455,,,,5437469.91285714,6351979.89367347,Alumbrado Zona 3,Dado de Baja,416287,29-06-2020,13-08-2026
345200,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3452,,,,5436832.55395833,6353255.51229167,Alumbrado Zona 2,Dado de Baja,416285,29-06-2020,13-08-2026
345100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3451,,,,5439805.18244898,6351504.88734694,Alumbrado Zona 3,Dado de Baja,416281,29-06-2020,13-08-2026
345100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3451,,,,5438212.5644898,6351831.94755102,Alumbrado Zona 3,Dado de Baja,416280,29-06-2020,13-08-2026
345000,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3450,,,,5436177.09,6349931.91,Alumbrado Zona 3,Dado de Baja,416277,29-06-2020,13-08-2026
345000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3450,,,,5439752385,6351517085,Alumbrado Zona 3,Dado de Baja,416276,29-06-2020,13-08-2026
345000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3450,,,,5438189.41,6351838085,Alumbrado Zona 3,Dado de Baja,416275,29-06-2020,13-08-2026
344500,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3445,,,,5436961.62163265,6353834.96816327,Alumbrado Zona 2,Dado de Baja,416268,29-06-2020,13-08-2026
344000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3440,,,,5436585.04625,6351979.90625,Alumbrado Zona 3,Dado de Baja,416256,29-06-2020,13-08-2026
344000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3440,,,,5433482.51202247,6352421.0594382,Alumbrado Zona 2,Dado de Baja,416252,29-06-2020,13-08-2026
344000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3440,,,,5441303.39,6351197.78826087,Alumbrado Zona 3,Dado de Baja,416247,29-06-2020,13-08-2026
344000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3440,,,,5437047.19458333,6352087.60729167,Alumbrado Zona 3,Dado de Baja,416246,29-06-2020,13-08-2026
344000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3440,,,,5437307.66229167,6355601.05479167,Alumbrado Zona 2,Dado de Baja,416245,29-06-2020,13-08-2026
343500,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3435,,,,5436975.53489796,6353836.9844898,Alumbrado Zona 2,Dado de Baja,416240,29-06-2020,13-08-2026
343100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3431,,,,5439809.83346939,6351531.04040816,Alumbrado Zona 3,Dado de Baja,416237,29-06-2020,13-08-2026
343100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3431,,,,5438217.87469388,6351857.99653061,Alumbrado Zona 3,Dado de Baja,416236,29-06-2020,13-08-2026
343000,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3430,,,,5436241.16608696,6349934.46521739,Alumbrado Zona 3,Dado de Baja,416233,29-06-2020,13-08-2026
343097,Columna,Acero,En Camino Lateral,CARAC:97,,SAN MARTIN GRAL. JOSE,3430,,,,5439758.05375,6351543.58708333,Alumbrado Zona 3,Dado de Baja,416232,29-06-2020,13-08-2026
343000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3430,,,,5439758.05375,6351543.58708333,Alumbrado Zona 3,Dado de Baja,416231,29-06-2020,13-08-2026
343000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3430,,,,5438194.8475,6351864.67458333,Alumbrado Zona 3,Dado de Baja,416230,29-06-2020,13-08-2026
342800,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3428,,,,5436864.48645833,6353248.94479167,Alumbrado Zona 2,Dado de Baja,416225,29-06-2020,13-08-2026
342000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3420,,,,5436611.65875,6351974.41875,Alumbrado Zona 3,Dado de Baja,416208,29-06-2020,13-08-2026
342097,Columna,Acero,En Camino Lateral,CARAC:97,,SAN MARTIN GRAL. JOSE,3420,,,,5439760.888125,6351556.838125,Alumbrado Zona 3,Dado de Baja,416207,29-06-2020,13-08-2026
342000,Columna,Acero,En Calle,CARAC:00,,PROVINCIAS UNIDAS,3420,,,,5433481.88168539,6352439.91786517,Alumbrado Zona 2,Dado de Baja,416204,29-06-2020,13-08-2026
342000,Columna,Acero,En Calle,CARAC:00,,GRANDOLI ABANDERADO CLETO,3420,,,,5441309.69,6351231.28391304,Alumbrado Zona 3,Dado de Baja,416199,29-06-2020,13-08-2026
342000,Columna,Acero,En Calle,CARAC:00,,FRANCIA,3420,,,,5437052.82375,6352114.071875,Alumbrado Zona 3,Dado de Baja,416198,29-06-2020,13-08-2026
342000,Columna,Acero,En Calle,CARAC:00,,CORDOBA,3420,,,,5437325.876875,6355597.294375,Alumbrado Zona 2,Dado de Baja,416196,29-06-2020,13-08-2026
341500,Columna,Acero,En Calle,CARAC:00,,PERON PTE. JUAN DOMINGO,3415,,,,5437003.36142857,6353841.01714286,Alumbrado Zona 2,Dado de Baja,416191,29-06-2020,13-08-2026
341500,Columna,Acero,En Calle,CARAC:00,,LAGOS OVIDIO,3415,,,,5437480.37,6352032.02428571,Alumbrado Zona 3,Dado de Baja,416188,29-06-2020,13-08-2026
341100,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3411,,,,5439814.4844898,6351557.19346939,Alumbrado Zona 3,Dado de Baja,416184,29-06-2020,13-08-2026
341100,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3411,,,,5438223.18489796,6351884.0455102,Alumbrado Zona 3,Dado de Baja,416182,29-06-2020,13-08-2026
341000,Columna,Acero,En Calle,CARAC:00,,URIBURU PTE. JOSE EVARISTO,3410,,,,5436312.36173913,6349937.30434783,Alumbrado Zona 3,Dado de Baja,416178,29-06-2020,13-08-2026
341000,Columna,Acero,En Calle,CARAC:00,,SEGUI JUAN FRANCISCO,3410,,,,5436624965,6351971675,Alumbrado Zona 3,Dado de Baja,416177,29-06-2020,13-08-2026
341097,Columna,Acero,En Camino Lateral,CARAC:97,,SAN MARTIN GRAL. JOSE,3410,,,,5439763.7225,6351570.08916667,Alumbrado Zona 3,Dado de Baja,416175,29-06-2020,13-08-2026
341000,Columna,Acero,En Calle,CARAC:00,,SAN MARTIN GRAL. JOSE,3410,,,,5439763.7225,6351570.08916667,Alumbrado Zona 3,Dado de Baja,416174,29-06-2020,13-08-2026
341000,Columna,Acero,En Calle,CARAC:00,,OROÑO NICASIO,3410,,,,5438200285,6351891.26416667,Alumbrado Zona 3,Dado de Baja,416172,29-06-2020,13-08-2026
340600,Columna,Acero,En Calle,CARAC:00,,VEINTISIETE DE FEBRERO,3406,,,,5436893.75791667,6353242.92458333,Alumbrado Zona 2,Dado de Baja,416165,29-06-2020,13-08-2026
340100,Columna,Hormigón,En Calle,CARAC:00,,RONDEAU GRAL. JOSE,3401,,,,5434885.36,6361876.01,Alumbrado Zona 1,Dado de Baja,416159,29-06-2020,13-08-2026
